Name,Last Name,First Name,Byrd,SI - Climate,Flagged - Climate + Energy,Operating Unit,Title,Flagged - Other,Award ID,Award Title,Awd PI,Co-I,Department Prop,Awd Dept,Award Alloc,College,Sponsor Name Prop,Fed/Non,Awd Spnsr,Awd Spnsr Level,Awd Spnsr Type,Prime Spnsr,Prime Spnsr Level,Prime Spnsr Type,Total Amt,Start Date,End Date,Discovery Theme,Award FY,Award Type,Reference,Ref Awd Num,CFDA
"Adams, Ingrid",Ingrid,Adams,,,No,Health and Rehabilitation Sciences,Associate Professor,flag,GRT00051639,Building resiliency through critical thinking among IAMBK youth program,"Adams,Ingrid K",,Family and Consumer Sciences,HRS - Health & Rehab Sciences,20.00,College of Medicine,City of Columbus,Non,City of Columbus,OTHR,GOVT,,,,"14,000.00",07/01/2018,05/31/2019,Disc Theme- Health Wellness,2019,GR,Contract Dated 7/31/18,Contract Dated 7/31/18,
"Adetona, Olorunfemi",Olorunfemi,Adetona,,,No,"Adetona, Olorunfemi","Adetona, Olorunfemi",,GRT00041228,Central Appalachian Regional Education Center: Exploring an epigenetic link for occupational woodsmoke exposure induced inflammatory response among wildland firefighters,"Adetona,Olorunfemi T",,COPH -Environmental Health Sci,COPH -Environmental Health Sci,100.00,College of Public Health,Univ of Kentucky,Non,Univ of Kentucky,OTHR,COLL,Nat Inst Occupational Safety & Health,FED,CDC,"11,999.00",07/01/2015,06/30/2016,Disc Theme- Energy Environ; Disc Theme- Health Wellness,2016,GR,3200000109-16-036,3200000109-16-036,93.262
"Adetona, Olorunfemi",Olorunfemi,Adetona,,,No,Public Health,,,GRT00041915,Occupational exposure of structural firefighters and cancer risk,"Adetona,Olorunfemi T","Hood, Darryl Brice; Olivo-Marston, Susan Elizabeth",COPH -Division of Epidemiology,COPH -Environmental Health Sci,40.00,College of Public Health,OH Bureau of Worker's Compensation,Non,OH Bureau of Worker's Compensation,OHIO,OHIO,,,,"267,882.00",06/01/2016,05/31/2018,Disc Theme- Energy Environ; Disc Theme- Health Wellness,2016,GR,Agreement dated 6/20/16,Agreement dated 6/20/16,
"Adetona, Olorunfemi",Olorunfemi,Adetona,,,No,Public Health,,,GRT00055511,Occupational safety and health education and research centers (T42),"Adetona,Olorunfemi T","Wu, Chieh-Ming",COPH -Environmental Health Sci,COPH -Environmental Health Sci,100.00,College of Public Health,Univ of Michigan,Non,Univ of Michigan,OTHR,COLL,Centers for Disease Control & Prevention,FED,CDC,"19,460.00",07/01/2019,06/30/2020,Disc Theme- Health Wellness,2020,GR,SUBK00011840,SUBK00011840,93.262
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00051424,"Development of a semester long video course on ""The theory, design and manufacturing of SiC power devices""","Agarwal,Anant K",,Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,Office of Naval Res,Fed,Office of Naval Res,FED,DOD,,,,"106,370.00",09/01/2018,08/31/2020,Disc Theme- Energy Environ,2018,GR,N00014-18-1-2512,N00014-18-1-2512,12.300
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00052422,Extending the operating capabilities of high voltage SiC devices,"Agarwal,Anant K","Wang, Jin",Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,GeneSiC Semiconductor Inc.,Non,GeneSiC Semiconductor Inc.,IND,INOT,Army Res Office,FED,DOD,"216,654.00",10/26/2018,09/19/2020,Disc Theme- Energy Environ,2019,CP,Subcontract signed 10/31/18,Subcontract signed 10/31/18,12.431
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00052696,Medium-voltage power electronics for grid-tied energy storage applications,"Agarwal,Anant K","Wang, Jin",Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,Sandia Corp,Non,Sandia Corp,IND,INOT,US Department of Energy,FED,DOE,"195,673.00",07/26/2018,01/30/2021,Disc Theme- Energy Environ,2019,CON,PO1945200,PO1945200,
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00052818,MUSIC - Manufacturing of ultra high voltage silicon carbide,"Agarwal,Anant K","Wang, Jin",Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,State Univ of New York Polytechnic Inst,Non,State Univ of New York Polytechnic Inst,OTHR,COLL,Army Res Office,FED,DOD,"144,000.00",06/20/2018,06/19/2021,Disc Theme- Energy Environ,2019,CP,Subaward No. 07-17 - Year 1,Subaward No. 07-17,12.431
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00053252,Automotive-qualified SiC DMOSFETs with on-chip integrated MPS rectifiers,"Agarwal,Anant K",,Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,GeneSiC Semiconductor Inc.,Non,GeneSiC Semiconductor Inc.,IND,INOT,US Department of Energy,FED,DOE,"125,000.00",10/01/2018,08/26/2020,Disc Theme- Energy Environ,2019,GR,Subcontract signed 10/10/18,Subcontract signed 10/10/18,81.049
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00053269,"SMART SiC Power ICs (scalable, manufacturable, and robust technology) for SiC power integrated circuits","Agarwal,Anant K","Fayed, Ayman Adel",Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,State Univ of New York Polytechnic Inst,Non,State Univ of New York Polytechnic Inst,OTHR,COLL,US Department of Energy,FED,DOE,"180,355.00",09/01/2019,08/31/2022,Disc Theme- Energy Environ,2020,CP,Subaward 96-20: BP1,Subaward 96-20,81.135
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00054671,Development of medium voltage SiC MOSFETs integrated with SiC Schottky Diode,"Agarwal,Anant K",,Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,State Univ of New York Polytechnic Inst,Non,State Univ of New York Polytechnic Inst,OTHR,COLL,Office of Naval Res,FED,DOD,"75,000.00",04/12/2019,03/31/2020,Disc Theme- Energy Environ,2019,GR,Sub. #1153402-2-84477,Sub. #1153402-2-84477,12.300
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00055050,2019 Ford Alliance: Methodologies for identification of SiC MOSFET failure modes through accelerated tests,"Agarwal,Anant K","Wang, Jin",Cntr for Automotive Research,Electrical & Computer Engr.,1.00,College of Engineering,Ford Motor Company,Non,Ford Motor Company,IND,INOT,,,,"187,133.00",01/01/2019,12/31/2020,Disc Theme- Energy Environ,2019,GR,Ford Alliance 2019 - Agarwal,Ford Alliance 2019 - Agarwal,
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00055245,"Implementation of WBG devices in circuits, circuit topology, system integration as well as SiC devices","Agarwal,Anant K","Wang, Jin",Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,Nat Energy Tech Lab,Fed,Nat Energy Tech Lab,FED,DOE,,,,"600,000.00",04/01/2019,03/31/2024,Disc Theme- Energy Environ,2019,CP,DE-EE0008709,DE-EE0008709,81.086
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00057384,Improving SiC wafers and processing for lower costs and higher reliability,"Agarwal,Anant K",,Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,"Alliance for Sustainable Energy, LLC",Non,"Alliance for Sustainable Energy, LLC",OTHR,PRVT,US Department of Energy,FED,DOE,"120,000.00",10/21/2019,04/20/2022,Disc Theme- Energy Environ,2020,CON,Subaward No. AHL-9-92359-01,Subaward No. AHL-9-92359-01,"N/A, contract"
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00059480,"Performance, yield, and cost improvement to high voltage SiC MOSFETs","Agarwal,Anant K","White, Marvin Hart",Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,GeneSiC Semiconductor Inc.,Non,GeneSiC Semiconductor Inc.,IND,INOT,Air Force Research Laboratory,FED,DOD,"149,761.00",02/20/2020,05/03/2021,Disc Theme- Energy Environ,2020,CON,Agreement Dated 04/02/2020,Agreement Dated 04/02/2020,N/A
"Agarwal, Anant",Agarwal,Anant,,Yes,Flag,,,,GRT00059980,Reliable SiC power MOSFET design methodology,"Agarwal,Anant K","White, Marvin Hart",Electrical & Computer Engr.,Electrical & Computer Engr.,100.00,College of Engineering,II-VI Foundation,Non,II-VI Foundation,OTHR,PRVT,,,,"85,000.00",07/01/2020,06/30/2021,Disc Theme- Energy Environ,2020,GR,Agreement Date 5/12/2020,Agreement Date 5/12/2020,
"Akbar, Sheikh",Akbar,Sheikh,,Yes,Flag,,,,GRT00041261,Advancing understanding of semiconducting oxide nano-heterostructure gas sensors,"Akbar,Sheikh Ali","Morris, Patricia A",Materials Science Engineering,Materials Science Engineering,100.00,College of Engineering,NSF Div Materials Research,Fed,NSF Div Materials Research,FED,NSF,,,,"732,975.00",09/01/2016,08/31/2020,Disc Theme- None Selected,2017,GR,DMR-1609142,1609142,47.049
"Akbar, Sheikh",Akbar,Sheikh,,Yes,Flag,,,,GRT00047113,(STTR Phase I) Ultra harsh environment YSZ sensor for hypersonic testing facilities,"Akbar,Sheikh Ali",,Materials Science Engineering,Materials Science Engineering,100.00,College of Engineering,"Innoveering, LLC.",Non,"Innoveering, LLC.",IND,INOT,Air Force,FED,DOD,"61,984.00",08/15/2017,08/15/2018,Disc Theme- None Selected,2018,CON,STTR 1901-5164,STTR 1901-5164,
"Akbar, Sheikh",Akbar,Sheikh,,Yes,Flag,,,,GRT00052742,STTR PII: Ultra harsh environment YSZ sensor for hypersonic testing facilities,"Akbar,Sheikh Ali",,Materials Science Engineering,Materials Science Engineering,100.00,College of Engineering,"Innoveering, LLC.",Non,"Innoveering, LLC.",IND,INOT,Air Force Office of Scientific Res,FED,DOD,"230,000.00",03/01/2019,07/31/2021,Disc Theme- None Selected,2019,CON,Agmt. dated 3/11/19,Agmt. dated 3/11/19,
"Allen, Heather",Allen,Heather,,,No,,,,GRT00029760,CCI Center for aerosol impacts on climate and the environment,"Allen,Heather C",,Chemistry and Biochemistry,Chemistry and Biochemistry,100.00,Arts and Sciences,Univ of California - San Diego,Non,Univ of California - San Diego,OTHR,COLL,NSF Div Chemistry,FED,NSF,"515,353.00",10/01/2013,09/30/2015,,2015,GR,45345218,45345218,47.049
"Allen, Heather",Allen,Heather,,,No,,,,GRT00041367,INFEWS N P H2O: Understanding structure and organization of receptors at water interfaces for discovery of phosphate recognition design principles,"Allen,Heather C",,Chemistry and Biochemistry,Chemistry and Biochemistry,100.00,Arts and Sciences,Indiana Univ,Non,Indiana Univ,OTHR,COLL,NSF Div Chemistry,FED,NSF,"297,660.00",08/01/2016,07/31/2019,Disc Theme- Energy Environ,2017,GR,BL-4824906-OSU,BL-4824906-OSU,47.049
"Allen, Heather",Allen,Heather,,,No,,,,GRT00042930,Controlling aqueous-interfacial phenomena of redox-active ions with external electric fields,"Allen,Heather C",,Chemistry and Biochemistry,Chemistry and Biochemistry,100.00,Arts and Sciences,US Department of Energy,Fed,US Department of Energy,FED,DOE,,,,"999,492.00",09/01/2016,08/31/2018,Disc Theme- Energy Environ,2017,GR,DE-SC0016381,DE-SC0016381,81.049
"Allen, Heather",Allen,Heather,,,No,,,,GRT00049377,Center for aerosol impacts on chemistry of the environment,"Allen,Heather C","Badu-Tawiah, Abraham K",Chemistry and Biochemistry,Chemistry and Biochemistry,100.00,Arts and Sciences,Univ of California - San Diego,Non,Univ of California - San Diego,OTHR,COLL,NSF Div Chemistry,FED,NSF,"330,000.00",10/01/2018,09/30/2020,Disc Theme- Energy Environ,2019,CP,109972733,109972733,47.049
"Allen, Heather",Allen,Heather,,,No,,,,GRT962185,Metal-anion pairing at oxide/water interfaces: Theoretical and experimental investigations from the nanoscale to the macroscale,"Allen,Heather C",,Chem-Allen,Chem-Allen,100.00,Arts and Sciences,US Department of Energy,Fed,US Department of Energy,FED,DOE,,,,"125,000.00",11/15/2003,11/14/2015,,2015,GR,DE-FG02-04ER15495,DE-FG02-04ER15495,81.049
"Alsdorf, Douglas",Alsdorf,Douglas,Yes,,No,,,,GRT00048202,(PSC) An AGU chapman conference on hydrologic research in the Congo basin,"Alsdorf,Douglas E.",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"61,212.00",06/05/2018,06/04/2020,Disc Theme- Energy Environ,2019,GR,80NSSC18K1023,80NSSC18K1023,43.001
"Alsdorf, Douglas",Alsdorf,Douglas,Yes,,No,,,,GRT00049774,Participant Costs: An AGU Chapman conference on hydrologic research in the Congo Basin,"Alsdorf,Douglas E.",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,NSF Div Earth Sciences,Fed,NSF Div Earth Sciences,FED,NSF,,,,"46,000.00",01/15/2018,12/31/2018,Disc Theme- Energy Environ,2018,GR,1801167,1801167,47.050
"Ames, Nate",Ames,Nate,,Yes,Flag,,,Flag,GRT00041230,Center for Design and Manufacturing Excellence (CDME): Economic sustainability and growth for defense manufacturing,"Ames,Nathan David","Daehn, Glenn Steven; Hill, Edward W",Engineering - DT IDC,CDME,4.00,College of Engineering,Econ Dev Admin,Fed,Econ Dev Admin,FED,DOC,,,,"6,839,723.00",10/01/2015,09/30/2019,Disc Theme- Energy Environ,2016,GR,06-49-06019,06-49-06019,11.307
"Ames, Nate",Ames,Nate,,Yes,Flag,,,Flag,GRT00043345,Ultrasonic device and method for treating composites,"Ames,Nathan David","Benatar, Avraham ; Pourboghrat, Farhang",Mechanical & Aerospace Engr,CDME,10.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"50,000.00",05/16/2016,05/16/2017,Disc Theme- None Selected,2017,GR,TECG20160464,TECG20160464,
"Ames, Nate",Ames,Nate,,Yes,Flag,,,Flag,GRT00044352,Circular wave drive,"Ames,Nathan David",,CDME,CDME,100.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"330,978.00",06/01/2016,05/30/2018,Disc Theme- None Selected,2017,GR,TECG20160547,TECG20160547,
"Ames, Nate",Ames,Nate,,Yes,Flag,,,Flag,GRT00048673,Department of Energy Office of Nuclear Energy (DOE-NE) Advanced Methods in Manufacturing (AMM) program specialized support for structural module distortion mitigation,"Ames,Nathan David","Bockbrader, John Harlan; Harwig, Dennis Duane",CDME,CDME,1.00,College of Engineering,Allegheny Science and Technology Corp,Non,Allegheny Science and Technology Corp,IND,INOT,US Department of Energy,FED,DOE,"55,666.44",09/01/2017,12/31/2018,Disc Theme- Energy Environ,2018,CON,DOE0638-1022-20,DOE0638-1022-20,
"Ames, Nate",Ames,Nate,,Yes,Flag,,,Flag,GRT00049838,Ohio Third Frontier Technology Validation & Start-Up Fund (Dino egg),"Ames,Nathan David",,CDME,CDME,100.00,College of Engineering,Research Institute at Nationwide Childrn,Non,Research Institute at Nationwide Childrn,OTHR,PRVT,OH Development Services Agency,OHIO,OHIO,"29,053.00",07/01/2017,06/30/2018,Disc Theme- None Selected,2018,GR,800413-1218-00/800413-1218-CS,800413-1218-00/800413-1218-CS,
"Ames, Nate",Ames,Nate,,Yes,Flag,,,Flag,GRT00051864,Advanced manufacturing program,"Ames,Nathan David","Gentil, Michael F",CDME,Welding Engineering,1.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"500,000.00",06/01/2018,05/30/2020,Disc Theme- None Selected,2019,GR,TEC2018029,TECG20180629,
"Ames, Nate",Ames,Nate,,Yes,Flag,,,Flag,GRT00055044,2019 Ford Alliance: Transmission aluminum cylinder welding/bonding to steel input shaft,"Ames,Nathan David","Nassiri, Ali",Cntr for Automotive Research,CDME,1.00,College of Engineering,Ford Motor Company,Non,Ford Motor Company,IND,INOT,,,,"178,821.00",04/01/2019,03/31/2021,Disc Theme- None Selected,2019,GR,Ford Alliance 2019 - Ames,Ford Alliance 2019 - Ames,
"Ames, Nate",Ames,Nate,,Yes,Flag,,,Flag,GRT00056878,NETL cross cutting materials peer review,"Ames,Nathan David",,CDME,Welding Engineering,1.00,College of Engineering,KeyLogic,Non,KeyLogic,IND,INOT,Nat Energy Tech Lab,FED,DOE,"10,674.00",09/20/2019,11/22/2019,Disc Theme- Energy Environ,2020,CON,Sub No. 5000-386-001,Sub No. 5000-386-001,
"Ames, Nate",Ames,Nate,,Yes,Flag,,,Flag,GRT00059464,DoD Supply Base Resilience and Diversification(SBRD) Program,"Ames,Nathan David","Groeber, Michael Anthony",CDME,CDME,1.00,College of Engineering,Office of Economic Adjustment,Fed,Office of Economic Adjustment,FED,DOD,,,,"1,854,223.00",04/01/2020,09/30/2021,Disc Theme- None Selected,2020,GR,ST1425-20-02,ST1425-20-02,12.617
"Asthagiri, Aravind",Asthagiri,Aravind,,Yes,Flag,,,,GRT00026763,Alkane activation and oxidation on Pd and Pd-Pt oxide surfaces,"Asthagiri,Aravind Rajappa",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Univ of Florida,Non,Univ of Florida,OTHR,COLL,US Department of Energy,FED,DOE,"48,972.00",09/01/2013,08/31/2015,,2015,GR,"UF-EIES-1303022-OSU, Mod 01",UFDSP00010882,81.049
"Asthagiri, Aravind",Asthagiri,Aravind,,Yes,Flag,,,,GRT00037822,Oxidation chemistry on Pd and Pd-Pt oxide surfaces,"Asthagiri,Aravind Rajappa",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Univ of Florida,Non,Univ of Florida,OTHR,COLL,US Department of Energy,FED,DOE,"186,146.00",09/01/2015,08/31/2018,Disc Theme- Energy Environ,2016,GR,UFDSP00011243,UFDSP00011243,81.049
"Asthagiri, Aravind",Asthagiri,Aravind,,Yes,Flag,,,,GRT00049814,Alkane oxidation on late transition-metal oxide surfaces,"Asthagiri,Aravind Rajappa",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Univ of Florida,Non,Univ of Florida,OTHR,COLL,US Department of Energy,FED,DOE,"136,164.00",09/01/2018,08/31/2021,Disc Theme- Energy Environ,2019,GR,Subaward #UFDSP00012245,Subaward #UFDSP00012245,81.049
"Bakshi, Bhavik",Bakshi,Bhavik,,Yes,Flag,,,,GRT00031053,Seeking synergy between technological and ecological systems for sustainable engineering,"Bakshi,Bhavik Ramesh",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,"NSF Div Chem, Bioeng, Environ, & Trnsp S",Fed,"NSF Div Chem, Bioeng, Environ, & Trnsp S",FED,NSF,,,,"46,478.00",09/01/2013,08/31/2017,,2016,GR,CBET-1336872,1336872,47.041
"Bakshi, Bhavik",Bakshi,Bhavik,,Yes,Flag,,,,GRT00038081,Urban resilience to extreme weather related events,"Bakshi,Bhavik Ramesh",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Arizona State Univ,Non,Arizona State Univ,OTHR,COLL,NSF Social & Economic Sciences,FED,NSF,"58,447.00",07/01/2015,06/30/2020,Disc Theme- Energy Environ,2016,CP,"16-803, Amend No 1",16-803,47.075
"Bakshi, Bhavik",Bakshi,Bhavik,,Yes,Flag,,,,GRT00038083,"SRN: Integrated urban infrastructure solutions for environmentally sustainable, health and livable cities","Bakshi,Bhavik Ramesh",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Univ of Minnesota,Non,Univ of Minnesota,OTHR,COLL,"NSF Div Chem, Bioeng, Environ, & Trnsp S",FED,NSF,"305,274.00",08/01/2015,07/31/2019,Disc Theme- Energy Environ,2016,CP,"49255, Amd 2",49255,47.041
"Bakshi, Bhavik",Bakshi,Bhavik,,Yes,Flag,,,,GRT00043254,(Capstone) Chemical/Biomolecular Capstone: Sustainability analysis of conceptual process design for energy recovery from VOC reclamation,"Bakshi,Bhavik Ramesh",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,"Honda North America, Inc",Non,"Honda North America, Inc",IND,INOT,,,,0.00,01/11/2016,04/22/2016,Disc Theme- Energy Environ,2016,GR,Agrmt dtd 02/22/16,Agrmt dtd 02/22/16,
"Bakshi, Bhavik",Bakshi,Bhavik,,Yes,Flag,,,,GRT00045114,(Capstone) Sustainability analysis of conceptual process design for energy recovery from VOC reclamation,"Bakshi,Bhavik Ramesh",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Honda of America Manufacturing Inc,Non,Honda of America Manufacturing Inc,IND,INOH,,,,0.00,01/09/2017,04/21/2017,Disc Theme- Energy Environ,2017,CP,Agreement dated 10/13/16,Agreement dated 10/13/16,
"Bakshi, Bhavik",Bakshi,Bhavik,,Yes,Flag,,,,GRT00048666,(Capstone) Sustainability analysis of conceptual process design for energy recovery from VOC reclamation,"Bakshi,Bhavik Ramesh",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,"Honda North America, Inc",Non,"Honda North America, Inc",IND,INOT,,,,0.00,01/08/2018,04/22/2018,Disc Theme- Energy Environ,2018,GR,Agreement dated 8/22/2017,Agreement dated 8/22/2017,
"Bakshi, Bhavik",Bakshi,Bhavik,,Yes,Flag,,,,GRT00049250,Including ecosystems in process design and life cycle assessment for environmental sustainability and innovation,"Bakshi,Bhavik Ramesh",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,"NSF Div Chem, Bioeng, Environ, & Trnsp S",Fed,"NSF Div Chem, Bioeng, Environ, & Trnsp S",FED,NSF,,,,"411,194.00",08/01/2018,10/31/2021,Disc Theme- Energy Environ,2018,GR,1804943,1804943,47.041
"Bakshi, Bhavik",Bakshi,Bhavik,,Yes,Flag,,,,GRT00058086,"SRN: Integrated urban infrastructure solutions for environmentally sustainable, healthy and livable cities","Bakshi,Bhavik Ramesh",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Princeton Univ,Non,Princeton Univ,OTHR,COLL,"NSF Div Chem, Bioeng, Environ, & Trnsp S",FED,NSF,"146,276.00",08/01/2019,07/31/2021,Disc Theme- Energy Environ; Disc Theme- Food Prodn Sec; Disc Theme- Health Wellness,2020,CP,SUB0000352,SUB0000352,47.041
"Bakshi, Bhavik",Bakshi,Bhavik,,Yes,Flag,,,,GRT00058153,Kaiteki innovation roadmap,"Bakshi,Bhavik Ramesh",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Arizona State Univ,Non,Arizona State Univ,OTHR,COLL,KAITEKI Institute,IND,INFR,"25,000.00",09/01/2019,03/31/2021,Disc Theme- Energy Environ,2020,GR,ASU00000484,ASUB00000484,
"Ball, Christopher",Ball,Christopher,,Yes,Flag,,,,GRT00042692,Feasibility study of a continuous direct reading instrument for the measurement of carbonyls in ambient air,"Ball,Christopher David","Neese, Christopher F.",Electroscience Lab,Electroscience Lab,21.00,College of Engineering,Battelle Memorial Inst,Non,Battelle Memorial Inst,OTHR,PRVT,Environmental Protection Agency,FED,EPA,"66,790.61",03/10/2016,12/31/2016,Disc Theme- Energy Environ,2016,CON,US001-600930-17,US001-600930-17,N/A
"Ball, Christopher",Ball,Christopher,,Yes,Flag,,,,GRT00050825,Field programmable short wave infrared photodetectors,"Ball,Christopher David","Ronningen, Theodore James",Electrical & Computer Engr.,Electroscience Lab,50.00,College of Engineering,SK Infrared,Non,SK Infrared,IND,INOT,Nat Aeronautics & Space Admin,FED,NASA,"38,500.00",07/27/2018,01/25/2019,Disc Theme- Energy Environ,2019,CON,SBIR Subcontract dtd 8/7/18,SBIR Subcontract dtd 8/7/18,N/A
"Ball, Christopher",Ball,Christopher,,Yes,Flag,,,,GRT00055635,CCDO Study,"Ball,Christopher David",,Electroscience Lab,Electroscience Lab,100.00,College of Engineering,Battelle Memorial Inst,Non,Battelle Memorial Inst,OTHR,PRVT,Air Force,FED,DOD,"15,847.00",04/30/2019,09/13/2019,Disc Theme- None Selected,2020,CON,US001-0000746204,US001-0000746204,
"Ball, Christopher",Ball,Christopher,,Yes,Flag,,,,GRT00057106,Field programmable short wave infrared photodectors: Phase 2,"Ball,Christopher David","Ronningen, Theodore James",Electrical & Computer Engr.,Electroscience Lab,50.00,College of Engineering,SK Infrared,Non,SK Infrared,IND,INOT,Nat Aeronautics & Space Admin,FED,NASA,"233,000.00",09/30/2019,07/30/2021,Disc Theme- Energy Environ,2020,CON,Agmt. signed 9/19/19,Agmt. signed 9/19/19,
"Bayraksan, Guzin",Bayraksan,Guzin,,Yes,Flag,,,,GRT00040764,Data-Driven distributionally robust stochastic programming,"Bayraksan,Guzin",,Integrated Systems Engineering,Integrated Systems Engineering,100.00,College of Engineering,"NSF Div Civil, Mechanical & Maufact Innv",Fed,"NSF Div Civil, Mechanical & Maufact Innv",FED,NSF,,,,"264,056.00",08/01/2016,07/31/2019,Disc Theme- Energy Environ,2017,GR,CMMI -1563504,1563504,47.041
"Bayraksan, Guzin",Bayraksan,Guzin,,Yes,Flag,,,,GRT00048332,"MACSER: Multifaceted mathematics for rare, high impact events in complex energy and environment systems","Bayraksan,Guzin",,Integrated Systems Engineering,Integrated Systems Engineering,100.00,College of Engineering,"UChicago Argonne, LLC",Non,"UChicago Argonne, LLC",OTHR,PRVT,US Department of Energy,FED,DOE,"300,000.00",12/08/2017,09/30/2022,Disc Theme- Energy Environ,2018,CON,8F-30022,8F-30022,
"Bendoly, Elliot",Bendoly,Elliot,,Yes,No,,,Flag,GRT00041803,Advanced analytics to predict fouling,"Bendoly,Elliot","Heldman, Dennis Ray; Xu, Xinyi",FCOB Dean/Administration,Statistics,14.00,Arts and Sciences,Abbott Nutrition,Non,Abbott Nutrition,IND,INOH,,,,"138,709.00",08/12/2015,08/11/2016,Disc Theme- Food Prodn Sec,2016,CON,PO # 4700186796-1003-FAP,PO # 4700186796-1003-FAP,
"Benzakein, Meyer",Benzakein,Meyer,,Yes,Flag,,,flag,GRT00040384,Center of Excellence in Propulsion and Power administrative set up,"Benzakein,Meyer Jacques","Creech, Gregory L",PPC-Power & Propulsion Center,PPC-Power & Propulsion Center,100.00,College of Engineering,Wright State Applied Research Corp,Non,Wright State Applied Research Corp,OTHR,PRVT,,,,"31,250.00",07/01/2015,06/30/2016,Disc Theme- None Selected,2016,CON,1068-100,1068-100,
"Benzakein, Meyer",Benzakein,Meyer,,Yes,Flag,,,flag,GRT00042341,Federal Research Network (FRN): Ohio Center for Propulsion and Power Center of Excellence (COE),"Benzakein,Meyer Jacques","Illindala, Mahesh Sitaram; Lu, Wu ; Wang, Jiankang ; Wang, Jin ; Xu, Longya ; Zhang, Wei",Electrical & Computer Engr.,PPC-Power & Propulsion Center,100.00,College of Engineering,Wright State Applied Research Corp,Non,Wright State Applied Research Corp,OTHR,PRVT,OH Dept of Higher Education,OHIO,OHIO,"4,004,838.00",02/01/2016,01/31/2019,Disc Theme- Energy Environ,2016,GR,WSARC-1077-200,WSARC-1077-200,
"Benzakein, Meyer",Benzakein,Meyer,,Yes,Flag,,,flag,GRT00046109,Electric Propulsion: Challenges and opportunities,"Benzakein,Meyer Jacques","Canova, Marcello ; Illindala, Mahesh Sitaram; Rizzoni, Giorgio ; Wang, Jin ; Xu, Longya",Cntr for Automotive Research,PPC-Power & Propulsion Center,1.00,College of Engineering,NASA Headquarters,Fed,NASA Headquarters,FED,NASA,,,,"8,608,763.00",06/15/2017,06/14/2022,Disc Theme- None Selected,2018,CP,NNX17AJ92A,NNX17AJ92A,43.002
